timestamp,cpu_cores,memory_bytes,request_rate_per_s,error_rate_per_s,current_replicas,available_replicas
2026-08-17T14:58:22+00:00,0.017018224564857277,100999168.0,5.057105658927004,0.0,2.0,2.0
2026-08-17T14:58:33+00:00,0.0169587969288442,100143104.0,5.096442159634169,0.0,2.0,2.0
2026-08-17T14:58:46+00:00,0.028362822157084522,99803136.0,6.413450234709591,0.0,2.0,2.0
2026-08-17T14:58:56+00:00,0.026031796791929573,99995648.0,6.796328894862883,0.0,2.0,2.0
2026-08-17T14:59:06+00:00,0.03044465107386482,99713024.0,9.053123682762202,0.0,2.0,2.0
2026-08-17T14:59:19+00:00,0.034190207585988,99758080.0,9.525743614626423,0.0,2.0,2.0
2026-08-17T14:59:29+00:00,0.03122251065503966,99352576.0,9.630436936490637,0.0,2.0,2.0
2026-08-17T14:59:39+00:00,0.030447459469178616,99491840.0,9.929167695575561,0.0,2.0,2.0
2026-08-17T14:59:52+00:00,0.029522743139444863,99999744.0,10.169542285875957,0.0,2.0,2.0
2026-08-17T15:00:02+00:00,0.029918008631485356,100593664.0,9.514169505982798,0.0,2.0,2.0
2026-08-17T15:00:13+00:00,0.03292373287482334,104247296.0,9.667830896457245,0.0,2.0,2.0
2026-08-17T15:00:26+00:00,0.03494408018318672,107175936.0,9.905715807373694,0.0,2.0,2.0
2026-08-17T15:00:36+00:00,0.05304681091902514,109924352.0,9.451832845138744,0.0,2.0,2.0
2026-08-17T15:00:46+00:00,0.05216097282112186,109953024.0,9.894410244018124,0.0,2.0,2.0
2026-08-17T15:00:59+00:00,0.04756780984514811,110010368.0,10.082458442339114,0.0,2.0,2.0
2026-08-17T15:01:09+00:00,0.043369952419012585,109801472.0,9.61042450285624,0.0,2.0,2.0
2026-08-17T15:01:19+00:00,0.04805107874953971,109568000.0,9.789754848097463,0.0,2.0,2.0
2026-08-17T15:01:31+00:00,0.04573541470928656,109568000.0,10.07282298971842,0.0,2.0,2.0
2026-08-17T15:01:42+00:00,0.03262869920666325,109670400.0,8.51923762729326,0.0,2.0,2.0
2026-08-17T15:01:52+00:00,0.022879121234806222,109682688.0,8.24158626101969,0.0,2.0,2.0
2026-08-17T15:02:04+00:00,0.019151679502874594,109572096.0,7.293738321264423,0.0,2.0,2.0
2026-08-17T15:02:14+00:00,0.014596423925233503,109621248.0,5.451376746546221,0.0,2.0,2.0
2026-08-17T15:02:25+00:00,0.015195491049395127,110022656.0,5.123970922475648,0.0,2.0,2.0
2026-08-17T15:02:37+00:00,0.014422298008076305,110055424.0,5.218834603647601,0.0,2.0,2.0
2026-08-17T15:02:47+00:00,0.024747266752346155,109875200.0,5.211342845942069,0.0,2.0,2.0
2026-08-17T15:02:58+00:00,0.02527918185155766,109907968.0,5.365732576216687,0.0,2.0,2.0
2026-08-17T15:03:10+00:00,0.024629736495301494,109805568.0,5.449363878468262,0.0,2.0,2.0
2026-08-17T15:03:20+00:00,0.015913923114181692,109817856.0,5.270658872292777,0.0,2.0,2.0
2026-08-17T15:03:30+00:00,0.009858796333542315,109817856.0,5.306717416078721,0.0,2.0,2.0
2026-08-17T15:03:43+00:00,0.010674706107018667,109817856.0,5.492826714987975,0.0,2.0,2.0
2026-08-17T15:03:53+00:00,0.00833817172466332,109817856.0,5.2335533393754945,0.0,2.0,2.0

