seed,operator,scenario,replicas_start,replicas_end,scale_actions,heal_actions,error_rate,p95_latency_ms,scaling_lag_s
1,hpa,spike,2,1,1,0,0.7467817391304347,3310.304347826087,30
1,hpa,steady,2,1,1,0,0.9826086956521739,2.026086956521739,30
1,hpa,idle,2,1,1,0,0.9636363636363636,0.9818181818181818,30
1,keda,spike,2,10,4,0,0.7467817391304347,3310.304347826087,30
1,keda,steady,2,10,3,0,0.9826086956521739,2.026086956521739,30
1,keda,idle,2,4,3,0,0.9636363636363636,0.9818181818181818,30
1,firm,spike,2,10,4,0,0.7467817391304347,3310.304347826087,60
1,firm,steady,2,10,1,0,0.9826086956521739,2.026086956521739,60
1,firm,idle,2,5,3,0,0.9636363636363636,0.9818181818181818,60
1,shield-ai,spike,2,1,1,0,0.7467817391304347,3310.304347826087,30.0
1,shield-ai,steady,2,1,1,0,0.9826086956521739,2.026086956521739,30.0
1,shield-ai,idle,2,1,1,0,0.9636363636363636,0.9818181818181818,30.0
2,hpa,spike,2,1,1,0,0.7467817391304347,3310.304347826087,30
2,hpa,steady,2,1,1,0,0.9826086956521739,2.026086956521739,30
2,hpa,idle,2,1,1,0,0.9636363636363636,0.9818181818181818,30
2,keda,spike,2,10,4,0,0.7467817391304347,3310.304347826087,30
2,keda,steady,2,10,3,0,0.9826086956521739,2.026086956521739,30
2,keda,idle,2,4,3,0,0.9636363636363636,0.9818181818181818,30
2,firm,spike,2,10,4,0,0.7467817391304347,3310.304347826087,60
2,firm,steady,2,10,1,0,0.9826086956521739,2.026086956521739,60
2,firm,idle,2,5,3,0,0.9636363636363636,0.9818181818181818,60
2,shield-ai,spike,2,1,1,0,0.7467817391304347,3310.304347826087,30.0
2,shield-ai,steady,2,1,1,0,0.9826086956521739,2.026086956521739,30.0
2,shield-ai,idle,2,1,1,0,0.9636363636363636,0.9818181818181818,30.0
3,hpa,spike,2,1,1,0,0.7467817391304347,3310.304347826087,30
3,hpa,steady,2,1,1,0,0.9826086956521739,2.026086956521739,30
3,hpa,idle,2,1,1,0,0.9636363636363636,0.9818181818181818,30
3,keda,spike,2,10,4,0,0.7467817391304347,3310.304347826087,30
3,keda,steady,2,10,3,0,0.9826086956521739,2.026086956521739,30
3,keda,idle,2,4,3,0,0.9636363636363636,0.9818181818181818,30
3,firm,spike,2,10,4,0,0.7467817391304347,3310.304347826087,60
3,firm,steady,2,10,1,0,0.9826086956521739,2.026086956521739,60
3,firm,idle,2,5,3,0,0.9636363636363636,0.9818181818181818,60
3,shield-ai,spike,2,1,1,0,0.7467817391304347,3310.304347826087,30.0
3,shield-ai,steady,2,1,1,0,0.9826086956521739,2.026086956521739,30.0
3,shield-ai,idle,2,1,1,0,0.9636363636363636,0.9818181818181818,30.0
